gene.id	ensembl.gene.id	chr	gene.symbol	gene.type	length	description	entrez.gene.id	uniprot.id	go.gene.id	X1.tumor.RNA.Illumina	X101.tumor.RNA.Illumina	X102.tumor.RNA.Illumina	X103.tumor.RNA.Illumina	X11.tumor.RNA.Illumina	X12.tumor.RNA.Illumina	X13.tumor.RNA.Illumina	X14.tumor.RNA.Illumina	X15.tumor.RNA.Illumina	X16.tumor.RNA.Illumina	X17.tumor.RNA.Illumina	X18.tumor.RNA.Illumina	X2.tumor.RNA.Illumina	X21.tumor.RNA.Illumina	X22.tumor.RNA.Illumina	X23.tumor.RNA.Illumina	X25.tumor.RNA.Illumina	X26.tumor.RNA.Illumina	X27.tumor.RNA.Illumina	X28.tumor.RNA.Illumina	X29.tumor.RNA.Illumina.88A	X3.tumor.RNA.Illumina	X30.tumor.RNA.Illumina	X31.tumor.RNA.Illumina.92A	X35.tumor.RNA.Illumina	X37.tumor.RNA.Illumina.94A	X38.tumor.RNA.Illumina	X4.tumor.RNA.Illumina	X41.tumor.RNA.Illumina	X42.tumor.RNA.Illumina	X43.tumor.RNA.Illumina	X44.tumor.RNA.Illumina	X47.tumor.RNA.Illumina	X49.tumor.RNA.Illumina	X50.tumor.RNA.Illumina	X54.tumor.RNA.Illumina	X6.tumor.RNA.Illumina	X63.tumor.RNA.Illumina	X64.tumor.RNA.Illumina	X65.tumor.RNA.Illumina	X66.tumor.RNA.Illumina	X68.tumor.RNA.Illumina	X7.tumor.RNA.Illumina	X70.tumor.RNA.Illumina	X71.tumor.RNA.Illumina	X72.tumor.RNA.Illumina	X74.tumor.RNA.Illumina	X75.tumor.RNA.Illumina	X76.tumor.RNA.Illumina.1A	X80.tumor.RNA.Illumina	X81.tumor.RNA.Illumina	X82.tumor.RNA.Illumina	X83.tumor.RNA.Illumina	X84.tumor.RNA.Illumina	X86.tumor.RNA.Illumina	X87.tumor.RNA.Illumina	X88.tumor.RNA.Illumina	X89.tumor.RNA.Illumina	X90.tumor.RNA.Illumina	X92.tumor.RNA.Illumina	X93.tumor.RNA.Illumina	X94.tumor.RNA.Illumina	X95.tumor.RNA.Illumina	X96.tumor.RNA.Illumina	X97.tumor.RNA.Illumina	X98.tumor.RNA.Illumina	X99.tumor.RNA.Illumina	P2.tumor.RNA.Illumina	P3.tumor.RNA.Illumina
ENSG00000289745.1	ENSG00000289745	10	ENSG00000289745	lncRNA	2879	novel transcript	NA	NA	NA	0	6	20	15	14	0	10	0	34	28	2	10	15	13	7	8	3	5	0	9	5	7	10	2	3	14	0	0	17	15	0	7	18	69	0	9	5	12	0	6	7	18	1	3	6	5	0	3	4	15	11	11	21	16	9	14	5	8	13	7	12	18	6	0	0	0	133	0	0
ENSG00000065613.15	ENSG00000065613	10	SLK	protein_coding	7827	STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]	9748	Q9H2G2	Q9H2G2	2133	1559	4250	9556	1253	2281	2184	2682	12020	3736	4497	8955	2056	7971	14073	3380	1223	2736	412	4967	956	2659	8132	4647	1020	3727	1061	4063	3848	818	681	3771	701	2895	129	2458	6711	9750	312	721	691	4804	5082	1472	665	490	154	897	1367	2495	550	1839	9329	2786	2249	4872	4405	2006	1951	1061	1866	6628	2755	48	1094	0	2110	1061	312
ENSG00000266754.2	ENSG00000266754	10	RN7SL524P	misc_RNA	300	RNA, 7SL, cytoplasmic 524, pseudogene [Source:HGNC Symbol;Acc:HGNC:46540]	106481066	NA	NA	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000065618.21	ENSG00000065618	10	COL17A1	protein_coding	5612	collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]	1308	Q9UMD9	Q9UMD9	141	638	60	655	22	57874	6	285	7318	29647	2615	100	28	552	1516	4298	2680	169	2049	3852	38	487	881	91	301	94	319	49	5554	3544	35	2785	131	7902	103	310	10343	11275	9	1597	689	113	10256	10913	121	31	0	34	120	20	7811	2811	54	92	35	344	1502	8	17039	37	582	7457	22	12	3008	0	31056	319	9
ENSG00000283788.1	ENSG00000283788	10	MIR936	miRNA	98	microRNA 936 [Source:HGNC Symbol;Acc:HGNC:33679]	100126326	NA	NA	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000156384.15	ENSG00000156384	10	SFR1	protein_coding	1503	SWI5 dependent homologous recombination repair protein 1 [Source:HGNC Symbol;Acc:HGNC:29574]	119392	Q86XK3	Q86XK3	92	83	319	233	408	248	137	150	214	424	159	813	184	120	313	156	348	228	88	82	126	260	213	135	134	187	99	258	370	104	82	242	377	303	68	255	132	183	37	80	60	402	160	180	24	105	26	128	173	307	14	144	642	145	156	129	202	53	297	95	250	165	146	10	201	0	365	99	37
ENSG00000197748.13	ENSG00000197748	10	CFAP43	protein_coding	5367	cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]	80217	Q8NDM7	Q8NDM7	47	5	178	58	27	8	0	13	35	77	24	131	38	15	10	18	49	10	9	19	7	4	56	20	15	13	17	11	55	3	48	5	87	32	0	41	10	10	0	1	18	70	35	51	112	4	0	18	22	16	27	22	279	159	25	407	38	21	51	21	295	46	7	0	24	0	300	17	0
ENSG00000208033.1	ENSG00000208033	10	MIR609	miRNA	95	microRNA 609 [Source:HGNC Symbol;Acc:HGNC:32865]	693194	NA	NA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148834.13	ENSG00000148834	10	GSTO1	protein_coding	1052	glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]	9446	P78417	P78417	917	1220	2421	1377	3444	3939	7026	2302	2233	13428	2622	9582	4351	1819	4741	5907	6958	2710	1765	1241	3436	2730	3040	1945	4073	2697	1415	3033	4735	6659	2005	7013	5768	5672	1152	4729	2226	2727	392	2932	2088	15207	3074	3944	1365	1684	1046	1400	3224	4648	690	2170	4468	1495	4259	1491	1642	2489	10817	4134	4465	2628	1459	608	4029	0	7689	1415	392
ENSG00000266852.2	ENSG00000266852	10	MIR4482	miRNA	70	microRNA 4482 [Source:HGNC Symbol;Acc:HGNC:41792]	100616323	NA	NA	0	0	6	3	2	0	0	0	2	3	0	0	0	5	0	0	0	0	0	2	0	3	6	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	1	1	1	0	0	10	2	0	4	22	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000065621.15	ENSG00000065621	10	GSTO2	protein_coding	6715	glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064]	119391	Q9H4Y5	Q9H4Y5	64	574	1870	1031	63	568	467	38	952	1072	695	75	473	853	1219	1695	2078	7	51	671	470	22	1082	29	492	115	420	200	2024	731	280	1306	103	2335	0	109	211	853	113	160	172	2253	404	938	603	102	0	65	305	61	992	424	2026	1950	49	741	1486	336	798	510	2789	1586	499	82	1903	0	3123	420	113
ENSG00000148841.17	ENSG00000148841	10	ITPRIP	protein_coding	6807	inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]	85450	Q8IWB1	Q8IWB1	1489	348	1258	662	1501	1408	2943	1916	870	5049	768	2787	370	594	593	325	5866	1462	446	353	597	1490	3061	479	873	1974	161	1295	1615	1055	426	706	1592	590	248	2635	993	4049	113	927	244	1133	2173	929	430	415	183	538	772	1355	91	554	1517	198	1288	720	594	134	1372	1096	2769	771	446	68	465	0	483	161	113
ENSG00000270075.1	ENSG00000270075	10	ENSG00000270075	lncRNA	244	novel transcript, antisense to ITPRIP	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287779.1	ENSG00000287779	10	ENSG00000287779	transcribed_unprocessed_pseudogene	172	inositol 1,4,5-triphosphate receptor interacting protein _ITPRIP_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228261.1	ENSG00000228261	10	ITPRIP-AS1	lncRNA	954	ITPRIP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54100]	NA	NA	NA	0	2	8	1	0	0	0	0	6	1	0	0	0	0	1	2	0	0	0	0	3	0	2	0	0	0	0	0	9	0	0	0	0	13	0	2	0	0	0	5	0	3	2	0	2	0	0	0	2	0	0	2	58	3	0	4	12	1	0	7	15	4	23	0	0	0	34	0	0
ENSG00000231233.3	ENSG00000231233	10	CFAP58-DT	lncRNA	1136	CFAP58 divergent transcript [Source:HGNC Symbol;Acc:HGNC:45243]	100505869	NA	NA	0	13	18	15	27	10	19	35	16	42	4	5	12	5	4	1	0	18	30	3	28	26	166	16	8	10	0	10	10	24	8	11	19	8	0	14	0	29	0	18	3	16	21	4	0	10	0	6	21	26	0	28	49	2	21	2	20	1	30	43	436	8	3	0	2	0	10	0	0
ENSG00000120051.15	ENSG00000120051	10	CFAP58	protein_coding	3256	cilia and flagella associated protein 58 [Source:HGNC Symbol;Acc:HGNC:26676]	159686	Q5T655	Q5T655	319	8	14	23	7	20	48	33	14	84	19	19	7	6	0	21	331	14	3	12	8	17	73	5	13	49	14	0	38	13	7	8	6	3	0	41	0	55	0	31	1	25	13	6	5	15	0	11	24	6	1	9	24	10	19	57	9	4	18	16	77	12	6	0	5	0	40	14	0
ENSG00000225768.1	ENSG00000225768	10	LINC02620	lncRNA	1013	long intergenic non-protein coding RNA 2620 [Source:HGNC Symbol;Acc:HGNC:54097]	101927523	NA	NA	0	0	0	0	4	0	0	4	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	12	0	0	0	1	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237761.3	ENSG00000237761	10	ENSG00000237761	lncRNA	1155	novel transcript	105378464	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000156395.14	ENSG00000156395	10	SORCS3	protein_coding	5575	sortilin related VPS10 domain containing receptor 3 [Source:HGNC Symbol;Acc:HGNC:16699]	22986	Q86XB2	Q86XB2	0	5	2	0	36	0	0	1	7	13	0	0	0	1	0	0	0	1	0	3	2	4	26	0	0	88	0	18	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	38	3	18	0	0	8	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000226387.2	ENSG00000226387	10	SORCS3-AS1	lncRNA	1278	SORCS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45244]	100505890	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207068.1	ENSG00000207068	10	RNU6-463P	snRNA	107	RNA, U6 small nuclear 463, pseudogene [Source:HGNC Symbol;Acc:HGNC:47426]	106481325	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233477.1	ENSG00000233477	10	PPIAP38	processed_pseudogene	483	peptidylprolyl isomerase A pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:53662]	111082962	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213260.3	ENSG00000213260	10	YWHAZP5	processed_pseudogene	730	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30564]	NA	NA	NA	0	0	2	0	1	1	1	0	0	0	1	1	0	0	3	0	0	0	0	1	0	0	0	5	3	6	0	4	3	0	0	0	0	1	0	0	0	11	0	0	0	1	2	0	0	0	0	0	1	0	0	0	9	10	4	4	0	1	0	0	1	0	0	0	1	0	1	0	0
ENSG00000229466.2	ENSG00000229466	10	LINC02627	lncRNA	1569	long intergenic non-protein coding RNA 2627 [Source:HGNC Symbol;Acc:HGNC:54106]	NA	NA	NA	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000287732.1	ENSG00000287732	10	ENSG00000287732	lncRNA	1029	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286609.1	ENSG00000286609	10	ENSG00000286609	lncRNA	500	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229775.7	ENSG00000229775	10	LINC02624	lncRNA	1229	long intergenic non-protein coding RNA 2624 [Source:HGNC Symbol;Acc:HGNC:54103]	105378470	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0
ENSG00000215002.2	ENSG00000215002	10	RPL23AP59	processed_pseudogene	461	ribosomal protein L23a pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:36920]	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108018.17	ENSG00000108018	10	SORCS1	protein_coding	7444	sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697]	114815	B3KVZ0	B3KVZ0	0	28	13	2	348	0	21	8	72	1237	0	33	9	1	0	0	0	1070	3	1	20	23	643	6	0	221	0	62	0	2	4	64	22	83	0	10	0	0	1	0	0	0	1	0	0	4	0	72	136	5	0	1	5	0	1	9	8	6	1	1	1	0	0	0	268	0	0	0	1
ENSG00000287047.1	ENSG00000287047	10	ENSG00000287047	lncRNA	883	novel transcript, antisense to SORCS1	105378473	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200626.1	ENSG00000200626	10	RNA5SP325	rRNA_pseudogene	130	RNA, 5S ribosomal pseudogene 325 [Source:HGNC Symbol;Acc:HGNC:43225]	100873591	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200079.1	ENSG00000200079	10	RNA5SP326	rRNA_pseudogene	110	RNA, 5S ribosomal pseudogene 326 [Source:HGNC Symbol;Acc:HGNC:43226]	100873592	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229981.8	ENSG00000229981	10	LINC01435	lncRNA	1269	long intergenic non-protein coding RNA 1435 [Source:HGNC Symbol;Acc:HGNC:50753]	103695365	NA	NA	0	0	0	0	0	0	0	0	0	1	0	213	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000234544.2	ENSG00000234544	10	PTGES3P5	processed_pseudogene	434	prostaglandin E synthase 3 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43826]	106480359	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203434.2	ENSG00000203434	10	ENSG00000203434	lncRNA	575	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ENSG00000223381.2	ENSG00000223381	10	LINC02661	lncRNA	523	long intergenic non-protein coding RNA 2661 [Source:HGNC Symbol;Acc:HGNC:54147]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224498.1	ENSG00000224498	10	MAPKAPK5P1	processed_pseudogene	1376	MAPKAPK5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45246]	100533849	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222436.1	ENSG00000222436	10	RN7SKP278	misc_RNA	342	RN7SK pseudogene 278 [Source:HGNC Symbol;Acc:HGNC:46002]	106480918	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252574.2	ENSG00000252574	10	RNU5B-6P	snRNA	68	RNA, U5B small nuclear 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:34186]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200217.1	ENSG00000200217	10	RNU6-839P	snRNA	108	RNA, U6 small nuclear 839, pseudogene [Source:HGNC Symbol;Acc:HGNC:47802]	106481446	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232728.1	ENSG00000232728	10	PHB2P1	processed_pseudogene	890	PHB2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45249]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237242.1	ENSG00000237242	10	BTF3P15	processed_pseudogene	336	basic transcription factor 3 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:38567]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270333.1	ENSG00000270333	10	ENSG00000270333	processed_pseudogene	237	dpy-19-like 3 _C. elegans_ _DPY19L3_ pseudogene	100996851	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270294.1	ENSG00000270294	10	XIAPP1	processed_pseudogene	600	X-linked inhibitor of apoptosis pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52375]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224907.1	ENSG00000224907	10	RPL21P91	processed_pseudogene	479	ribosomal protein L21 pseudogene 91 [Source:HGNC Symbol;Acc:HGNC:36450]	100271424	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108039.18	ENSG00000108039	10	XPNPEP1	protein_coding	4384	X-prolyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:12822]	7511	Q9NQW7	Q9NQW7	2006	1672	3065	2564	2570	2388	2634	2043	2950	6222	2049	3731	1272	2111	2775	1849	2885	2383	764	1063	1601	1869	2199	2796	1647	2943	666	2096	4119	1340	965	2458	3320	6853	415	3627	1371	1918	222	1050	625	2970	2454	1429	740	759	194	934	2329	2977	1798	1201	5016	2541	2024	2118	1565	952	2350	1641	3754	2529	1119	138	1817	0	3714	666	222
ENSG00000272160.1	ENSG00000272160	10	RNU4-5P	snRNA	135	RNA, U4 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:10198]	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203876.10	ENSG00000203876	10	ADD3-AS1	lncRNA	6326	ADD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48682]	100505933	NA	NA	0	14	35	23	84	3	0	8	28	34	15	116	14	7	1	0	25	24	7	2	29	10	17	13	7	14	0	1	17	52	13	9	56	204	0	31	12	0	0	3	1	20	2	4	0	8	0	4	51	25	80	7	28	10	23	17	8	8	17	49	45	10	5	0	10	0	9	0	0
ENSG00000148700.15	ENSG00000148700	10	ADD3	protein_coding	4413	adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]	120	Q9UEY8	Q9UEY8	2804	2032	3967	4610	4459	1345	1197	4464	9282	5204	2984	9128	1297	3651	524	1550	1326	4679	769	2231	1716	5878	4473	2574	737	3208	849	5172	5008	405	970	2815	2423	7873	293	5285	2334	2804	269	1635	598	2742	2179	791	485	1209	167	1939	2126	2935	930	1508	9864	2403	1712	3329	5059	2005	2153	1190	2485	3191	2021	68	1354	0	1820	849	269
ENSG00000226734.1	ENSG00000226734	10	SNRPGP12	processed_pseudogene	213	small nuclear ribonucleoprotein polypeptide G pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39331]	100874427	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119950.21	ENSG00000119950	10	MXI1	protein_coding	3470	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]	4601	A0A0S2Z3X5	A0A0S2Z3X5	853	920	1787	918	937	486	2296	1048	1143	2054	1586	1259	784	1179	1509	2748	1550	900	466	626	303	1261	2585	1120	548	2861	135	972	1838	270	400	1474	778	2393	43	1150	725	2241	91	746	209	1575	1227	197	612	278	250	619	1444	1130	577	648	2624	1447	776	1020	1175	696	1782	631	1545	2160	548	40	620	0	2289	135	91
ENSG00000228417.1	ENSG00000228417	10	ENSG00000228417	lncRNA	470	novel transcript	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000214067.2	ENSG00000214067	10	ENSG00000214067	processed_pseudogene	468	ribosomal protein L21 _RPL21_ pseudogene	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000119953.14	ENSG00000119953	10	SMNDC1	protein_coding	4310	survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]	10285	O75940	O75940	566	859	1733	980	911	1090	1018	666	1696	1378	1156	2367	525	1034	3285	1545	905	1164	340	789	440	1415	1438	804	387	805	281	1357	1205	242	410	1963	406	1242	0	786	1125	1584	146	416	287	2258	1481	619	310	390	0	529	579	1325	223	456	2502	870	642	1060	1108	504	1014	351	2098	1413	967	19	358	0	881	281	146
